"","binned_hours","airtemp","rainfal","humidity","hour","workingHour","workday","date","weekDay"
"3443","2018-06-08 19",29.1,0,71,19,0,0,2018-06-08,"Friday"
"3444","2018-06-08 20",NA,0,NA,20,0,0,2018-06-08,"Friday"
"3445","2018-06-08 21",NA,0,NA,21,0,0,2018-06-08,"Friday"
"3446","2018-06-08 22",28.9,0,70.3,22,0,0,2018-06-08,"Friday"
"3447","2018-06-08 23",28.8,0,70.6,23,0,0,2018-06-08,"Friday"
"3448","2018-06-09 00",28.65,0,74.125,0,1,0,2018-06-09,"Saturday"
"3449","2018-06-09 01",28.5,0,76.6,1,1,0,2018-06-09,"Saturday"
"3450","2018-06-09 02",28.2,0,77.58,2,1,0,2018-06-09,"Saturday"
"3451","2018-06-09 03",28.1,0,77.55,3,1,0,2018-06-09,"Saturday"
"3452","2018-06-09 04",28,0,78.2,4,1,0,2018-06-09,"Saturday"
"3453","2018-06-09 05",27.8,0,80.75,5,1,0,2018-06-09,"Saturday"
"3454","2018-06-09 06",NA,0,NA,6,1,0,2018-06-09,"Saturday"
"3455","2018-06-09 10",29.3571428571429,0,74.3857142857143,10,1,1,2018-06-09,"Saturday"
"3456","2018-06-09 11",29.1,0,73.7,11,1,1,2018-06-09,"Saturday"
"3457","2018-06-09 12",29.7,0,72.05,12,1,1,2018-06-09,"Saturday"
"3458","2018-06-09 13",NA,0,NA,13,1,1,2018-06-09,"Saturday"
"3459","2018-06-09 14",29.6,0,72.4,14,1,1,2018-06-09,"Saturday"
"3460","2018-06-09 15",NA,0,NA,15,1,1,2018-06-09,"Saturday"
"3461","2018-06-09 16",30.4,0,65.1,16,1,1,2018-06-09,"Saturday"
"3462","2018-06-09 17",30,0,71.2,17,1,1,2018-06-09,"Saturday"
"3463","2018-06-09 18",29.9,0,72.1,18,1,0,2018-06-09,"Saturday"
"3464","2018-06-09 19",29.35,0,75.3,19,1,0,2018-06-09,"Saturday"
"3465","2018-06-09 20",NA,0,NA,20,1,0,2018-06-09,"Saturday"
"3466","2018-06-09 21",29.02,0,74.06,21,1,0,2018-06-09,"Saturday"
"3467","2018-06-09 22",28.9636363636364,0,74.2909090909091,22,1,0,2018-06-09,"Saturday"
"3468","2018-06-09 23",28.8916666666667,0,75.8333333333333,23,1,0,2018-06-09,"Saturday"
"3469","2018-06-10 00",28.6714285714286,0,81.2571428571429,0,1,0,2018-06-10,"Sunday"
"3470","2018-06-10 01",NA,0,NA,1,1,0,2018-06-10,"Sunday"
"3471","2018-06-10 02",28.4,0,83.25,2,1,0,2018-06-10,"Sunday"
"3472","2018-06-10 03",NA,0,NA,3,1,0,2018-06-10,"Sunday"
"3473","2018-06-10 04",NA,0,NA,4,1,0,2018-06-10,"Sunday"
"3474","2018-06-10 05",28,0,84,5,1,0,2018-06-10,"Sunday"
"3475","2018-06-10 06",NA,0,NA,6,1,0,2018-06-10,"Sunday"
"3476","2018-06-10 07",28.15,0,80.4,7,1,0,2018-06-10,"Sunday"
"3477","2018-06-10 08",28.4333333333333,0,80.5666666666667,8,1,0,2018-06-10,"Sunday"
"3478","2018-06-10 09",29.5,0,74.1,9,1,1,2018-06-10,"Sunday"
"3479","2018-06-10 10",29.65,0,74,10,1,1,2018-06-10,"Sunday"
"3480","2018-06-10 11",NA,0,NA,11,1,1,2018-06-10,"Sunday"
"3481","2018-06-10 12",NA,0,NA,12,1,1,2018-06-10,"Sunday"
"3482","2018-06-10 13",NA,0,NA,13,1,1,2018-06-10,"Sunday"
"3483","2018-06-10 14",NA,0,NA,14,1,1,2018-06-10,"Sunday"
"3484","2018-06-10 15",30.7,0,67.9,15,1,1,2018-06-10,"Sunday"
"3485","2018-06-10 16",NA,0,NA,16,1,1,2018-06-10,"Sunday"
"3486","2018-06-10 17",NA,0,NA,17,1,1,2018-06-10,"Sunday"
"3487","2018-06-10 18",29.7,0,69.9,18,1,0,2018-06-10,"Sunday"
"3488","2018-06-10 19",29.7,0,68.5,19,1,0,2018-06-10,"Sunday"
"3489","2018-06-10 20",29.3,0,73.6,20,1,0,2018-06-10,"Sunday"
"3490","2018-06-10 21",NA,0,NA,21,1,0,2018-06-10,"Sunday"
"3491","2018-06-10 22",29.3,0,73.3,22,1,0,2018-06-10,"Sunday"
"3492","2018-06-10 23",28.9,0,76.8,23,1,0,2018-06-10,"Sunday"
"3493","2018-06-11 00",28.7,0,75.6,0,0,0,2018-06-11,"Monday"
"3494","2018-06-11 01",28.6,0,77.2,1,0,0,2018-06-11,"Monday"
"3495","2018-06-11 02",28.4,0,79.5,2,0,0,2018-06-11,"Monday"
"3496","2018-06-11 03",28.3,0,80.3,3,0,0,2018-06-11,"Monday"
"3497","2018-06-11 04",NA,0,NA,4,0,0,2018-06-11,"Monday"
"3498","2018-06-11 05",28.3,0,81.65,5,0,0,2018-06-11,"Monday"
"3499","2018-06-11 06",28.3,0,81.8,6,0,0,2018-06-11,"Monday"
"3500","2018-06-11 07",28.4,0,79.5,7,0,0,2018-06-11,"Monday"
"3501","2018-06-11 08",28.65,0,79.25,8,0,0,2018-06-11,"Monday"
"3502","2018-06-11 09",29.2,0,74.95,9,0,1,2018-06-11,"Monday"
"3503","2018-06-11 10",30.2,0,68.8,10,0,1,2018-06-11,"Monday"
"3504","2018-06-11 11",30.2916666666667,0,65.8916666666667,11,0,1,2018-06-11,"Monday"
"3505","2018-06-11 12",30.7083333333333,0,62.7666666666667,12,0,1,2018-06-11,"Monday"
"3506","2018-06-11 13",30.9916666666667,0,61.475,13,0,1,2018-06-11,"Monday"
"3507","2018-06-11 14",31.0666666666667,0,59.8916666666667,14,0,1,2018-06-11,"Monday"
"3508","2018-06-11 15",30.8666666666667,0,62.4083333333333,15,0,1,2018-06-11,"Monday"
"3509","2018-06-11 16",31.7666666666667,0,59.4416666666667,16,0,1,2018-06-11,"Monday"
"3510","2018-06-11 17",30.1916666666667,0,67.95,17,0,1,2018-06-11,"Monday"
"3511","2018-06-11 18",29.6083333333333,0,71.0916666666667,18,0,0,2018-06-11,"Monday"
"3512","2018-06-11 19",29.2583333333333,0,73.5166666666667,19,0,0,2018-06-11,"Monday"
"3513","2018-06-11 20",29.0636363636364,0,75.1272727272727,20,0,0,2018-06-11,"Monday"
"3514","2018-06-11 21",28.9833333333333,0,76.0083333333333,21,0,0,2018-06-11,"Monday"
"3515","2018-06-11 22",28.95,0,75.95,22,0,0,2018-06-11,"Monday"
"3516","2018-06-11 23",28.8166666666667,0,76.2416666666667,23,0,0,2018-06-11,"Monday"
"3517","2018-06-12 00",28.7181818181818,0,75.7454545454545,0,0,0,2018-06-12,"Tuesday"
"3518","2018-06-12 01",28.5916666666667,0,76.2916666666667,1,0,0,2018-06-12,"Tuesday"
"3519","2018-06-12 02",28.5666666666667,0,75.55,2,0,0,2018-06-12,"Tuesday"
"3520","2018-06-12 03",28.45,0,77.2416666666667,3,0,0,2018-06-12,"Tuesday"
"3521","2018-06-12 04",28.275,0,78.825,4,0,0,2018-06-12,"Tuesday"
"3522","2018-06-12 05",28.2166666666667,0,79.5333333333333,5,0,0,2018-06-12,"Tuesday"
"3523","2018-06-12 06",28.2666666666667,0,79.8583333333333,6,0,0,2018-06-12,"Tuesday"
"3524","2018-06-12 07",28.4583333333333,0,79.425,7,0,0,2018-06-12,"Tuesday"
"3525","2018-06-12 08",28.7083333333333,0,78.7333333333333,8,0,0,2018-06-12,"Tuesday"
"3526","2018-06-12 09",28.9666666666667,0,78.325,9,0,1,2018-06-12,"Tuesday"
"3527","2018-06-12 10",29.4666666666667,0,76.275,10,0,1,2018-06-12,"Tuesday"
"3528","2018-06-12 11",30.0666666666667,0,70.3,11,0,1,2018-06-12,"Tuesday"
"3529","2018-06-12 12",30.275,0,66.975,12,0,1,2018-06-12,"Tuesday"
"3530","2018-06-12 13",30.25,0,67.1833333333333,13,0,1,2018-06-12,"Tuesday"
"3531","2018-06-12 14",30.2583333333333,0,68.5,14,0,1,2018-06-12,"Tuesday"
"3532","2018-06-12 15",30.5833333333333,0,67.0333333333333,15,0,1,2018-06-12,"Tuesday"
"3533","2018-06-12 16",30.2083333333333,0,67.2583333333333,16,0,1,2018-06-12,"Tuesday"
"3534","2018-06-12 17",30.025,0,66.65,17,0,1,2018-06-12,"Tuesday"
"3535","2018-06-12 18",29.8333333333333,0,66.3666666666667,18,0,0,2018-06-12,"Tuesday"
"3536","2018-06-12 19",29.325,0,72.55,19,0,0,2018-06-12,"Tuesday"
"3537","2018-06-12 20",29.0363636363636,0,76.1727272727273,20,0,0,2018-06-12,"Tuesday"
"3538","2018-06-12 21",28.9166666666667,0,77.4,21,0,0,2018-06-12,"Tuesday"
"3539","2018-06-12 22",28.8083333333333,0,80.0333333333333,22,0,0,2018-06-12,"Tuesday"
"3540","2018-06-12 23",28.55,0,77.2916666666667,23,0,0,2018-06-12,"Tuesday"
"3541","2018-06-13 00",28.5090909090909,0,74,0,0,0,2018-06-13,"Wednesday"
"3542","2018-06-13 01",28.2916666666667,0,81.2833333333333,1,0,0,2018-06-13,"Wednesday"
"3543","2018-06-13 02",28.2,0,82.7333333333333,2,0,0,2018-06-13,"Wednesday"
"3544","2018-06-13 03",28.2333333333333,0,82.6166666666667,3,0,0,2018-06-13,"Wednesday"
"3545","2018-06-13 04",28.2,0,82.7,4,0,0,2018-06-13,"Wednesday"
"3546","2018-06-13 05",28.2,0,82.3583333333333,5,0,0,2018-06-13,"Wednesday"
"3547","2018-06-13 06",28.2916666666667,0,82.05,6,0,0,2018-06-13,"Wednesday"
"3548","2018-06-13 07",28.35,0,80.5833333333333,7,0,0,2018-06-13,"Wednesday"
"3549","2018-06-13 08",28.6583333333333,0,77.5166666666667,8,0,0,2018-06-13,"Wednesday"
"3550","2018-06-13 09",29.1166666666667,0,75.2,9,0,1,2018-06-13,"Wednesday"
"3551","2018-06-13 10",29.2166666666667,0,75.2833333333333,10,0,1,2018-06-13,"Wednesday"
"3552","2018-06-13 11",30.025,0,71.975,11,0,1,2018-06-13,"Wednesday"
"3553","2018-06-13 12",30.0583333333333,0,71.2083333333333,12,0,1,2018-06-13,"Wednesday"
"3554","2018-06-13 13",27.8916666666667,0.15,83.8083333333333,13,0,1,2018-06-13,"Wednesday"
"3555","2018-06-13 14",30.4833333333333,0,69.3833333333333,14,0,1,2018-06-13,"Wednesday"
"3556","2018-06-13 15",30.025,0,70.6583333333333,15,0,1,2018-06-13,"Wednesday"
"3557","2018-06-13 16",28.675,0,74.8916666666667,16,0,1,2018-06-13,"Wednesday"
"3558","2018-06-13 17",27.0083333333333,0,78.5416666666667,17,0,1,2018-06-13,"Wednesday"
"3559","2018-06-13 18",26.7,0,79.1,18,0,0,2018-06-13,"Wednesday"
"3560","2018-06-13 19",26.8333333333333,0,79.0166666666667,19,0,0,2018-06-13,"Wednesday"
"3561","2018-06-13 20",26.9416666666667,0,80.025,20,0,0,2018-06-13,"Wednesday"
"3562","2018-06-13 21",27.3916666666667,0,76.7916666666667,21,0,0,2018-06-13,"Wednesday"
"3563","2018-06-13 22",27.675,0,77.7833333333333,22,0,0,2018-06-13,"Wednesday"
"3564","2018-06-13 23",27.9083333333333,0,75.7833333333333,23,0,0,2018-06-13,"Wednesday"
"3565","2018-06-14 00",27.7818181818182,0,74.8181818181818,0,0,0,2018-06-14,"Thursday"
"3566","2018-06-14 01",27.65,0,75.6583333333333,1,0,0,2018-06-14,"Thursday"
"3567","2018-06-14 02",27.5416666666667,0,77.6416666666667,2,0,0,2018-06-14,"Thursday"
"3568","2018-06-14 03",27.5666666666667,0,79.2916666666667,3,0,0,2018-06-14,"Thursday"
"3569","2018-06-14 04",27.3916666666667,0,82.975,4,0,0,2018-06-14,"Thursday"
"3570","2018-06-14 05",27.4666666666667,0,84.5416666666667,5,0,0,2018-06-14,"Thursday"
"3571","2018-06-14 06",27.6333333333333,0,84.0833333333333,6,0,0,2018-06-14,"Thursday"
"3572","2018-06-14 07",27.8333333333333,0,82.8083333333333,7,0,0,2018-06-14,"Thursday"
"3573","2018-06-14 08",28.475,0,79.5333333333333,8,0,0,2018-06-14,"Thursday"
"3574","2018-06-14 09",29.0833333333333,0,75.5333333333333,9,0,1,2018-06-14,"Thursday"
"3575","2018-06-14 10",29.925,0,71.0416666666667,10,0,1,2018-06-14,"Thursday"
"3576","2018-06-14 11",30.225,0,70.0083333333333,11,0,1,2018-06-14,"Thursday"
"3577","2018-06-14 12",30.6,0,66.4416666666667,12,0,1,2018-06-14,"Thursday"
"3578","2018-06-14 13",30.6,0,66.15,13,0,1,2018-06-14,"Thursday"
"3579","2018-06-14 14",29.6583333333333,0,71.7583333333333,14,0,1,2018-06-14,"Thursday"
"3580","2018-06-14 15",29.45,0,70.425,15,0,1,2018-06-14,"Thursday"
"3581","2018-06-14 16",29.5583333333333,0,72.425,16,0,1,2018-06-14,"Thursday"
"3582","2018-06-14 17",29.1666666666667,0,74.725,17,0,1,2018-06-14,"Thursday"
"3583","2018-06-14 18",29.0636363636364,0,75.0727272727273,18,0,0,2018-06-14,"Thursday"
"3584","2018-06-14 21",28.4333333333333,0,79.2666666666667,21,0,0,2018-06-14,"Thursday"
"3585","2018-06-14 22",28.4583333333333,0,78.5833333333333,22,0,0,2018-06-14,"Thursday"
"3586","2018-06-14 23",28.4333333333333,0,76.475,23,0,0,2018-06-14,"Thursday"
"3587","2018-06-15 00",28.3909090909091,0,76.5545454545454,0,0,0,2018-06-15,"Friday"
"3588","2018-06-15 01",28.1666666666667,0,78.55,1,0,0,2018-06-15,"Friday"
"3589","2018-06-15 02",28.2,0,78.4666666666667,2,0,0,2018-06-15,"Friday"
"3590","2018-06-15 03",28.15,0,79.3583333333333,3,0,0,2018-06-15,"Friday"
"3591","2018-06-15 04",28.1083333333333,0,80.8916666666667,4,0,0,2018-06-15,"Friday"
"3592","2018-06-15 05",28.1333333333333,0,81.1583333333333,5,0,0,2018-06-15,"Friday"
"3593","2018-06-15 06",26.2416666666667,0.0666666666666667,78.7416666666667,6,0,0,2018-06-15,"Friday"
"3594","2018-06-15 07",25.1,0,80.2416666666667,7,0,0,2018-06-15,"Friday"
"3595","2018-06-15 08",26.1083333333333,0,82.075,8,0,0,2018-06-15,"Friday"
"3596","2018-06-15 09",27.275,0,84.4916666666667,9,0,1,2018-06-15,"Friday"
"3597","2018-06-15 10",24.6666666666667,0.0166666666666667,82.6,10,0,1,2018-06-15,"Friday"
"3598","2018-06-15 11",25.1833333333333,0.0166666666666667,76.45,11,0,1,2018-06-15,"Friday"
"3599","2018-06-15 12",25.425,0.05,82.3166666666667,12,0,1,2018-06-15,"Friday"
"3600","2018-06-15 13",25.1666666666667,0.0166666666666667,87.9916666666667,13,0,1,2018-06-15,"Friday"
"3601","2018-06-15 14",26.15,0.0166666666666667,87.5916666666667,14,0,1,2018-06-15,"Friday"
"3602","2018-06-15 15",26.5916666666667,0,86.0083333333333,15,0,1,2018-06-15,"Friday"
"3603","2018-06-15 16",26.75,0,84.3583333333333,16,0,1,2018-06-15,"Friday"
"3604","2018-06-15 17",26.6583333333333,0,87.2833333333333,17,0,1,2018-06-15,"Friday"
"3605","2018-06-15 18",26.375,0,88.6916666666667,18,0,0,2018-06-15,"Friday"
"3606","2018-06-15 19",26.4833333333333,0,88.1416666666667,19,0,0,2018-06-15,"Friday"
"3607","2018-06-15 20",26.6,0,87.1090909090909,20,0,0,2018-06-15,"Friday"
"3608","2018-06-15 21",26.6916666666667,0,88.0666666666667,21,0,0,2018-06-15,"Friday"
"3609","2018-06-15 22",26.85,0,88.3,22,0,0,2018-06-15,"Friday"
"3610","2018-06-15 23",26.775,0,88.7,23,0,0,2018-06-15,"Friday"
"3611","2018-06-16 00",26.7,0,88.6818181818182,0,1,0,2018-06-16,"Saturday"
"3612","2018-06-16 01",26.7583333333333,0,88.4916666666667,1,1,0,2018-06-16,"Saturday"
"3613","2018-06-16 02",26.85,0,88.3333333333333,2,1,0,2018-06-16,"Saturday"
"3614","2018-06-16 03",26.975,0,88.0166666666667,3,1,0,2018-06-16,"Saturday"
"3615","2018-06-16 04",27.1333333333333,0,87.3833333333333,4,1,0,2018-06-16,"Saturday"
"3616","2018-06-16 05",27.2,0,86.9,5,1,0,2018-06-16,"Saturday"
"3617","2018-06-16 06",27.3833333333333,0,83.7333333333333,6,1,0,2018-06-16,"Saturday"
"3618","2018-06-16 07",27.4666666666667,0,84.025,7,1,0,2018-06-16,"Saturday"
"3619","2018-06-16 08",27.8583333333333,0,84.3916666666667,8,1,0,2018-06-16,"Saturday"
"3620","2018-06-16 09",28.6666666666667,0,80.8583333333333,9,1,1,2018-06-16,"Saturday"
"3621","2018-06-16 10",28.725,0,78.05,10,1,1,2018-06-16,"Saturday"
"3622","2018-06-16 11",29.0666666666667,0,75.7583333333333,11,1,1,2018-06-16,"Saturday"
"3623","2018-06-16 12",29.7,0,72.9416666666667,12,1,1,2018-06-16,"Saturday"
"3624","2018-06-16 13",30.575,0,66.0833333333333,13,1,1,2018-06-16,"Saturday"
"3625","2018-06-16 14",31.0333333333333,0,61.8166666666667,14,1,1,2018-06-16,"Saturday"
"3626","2018-06-16 15",30.95,0,60.4416666666667,15,1,1,2018-06-16,"Saturday"
"3627","2018-06-16 16",31.025,0,61.4916666666667,16,1,1,2018-06-16,"Saturday"
"3628","2018-06-16 17",30.575,0,63.8416666666667,17,1,1,2018-06-16,"Saturday"
"3629","2018-06-16 18",30.0166666666667,0,67.775,18,1,0,2018-06-16,"Saturday"
"3630","2018-06-16 19",29.4333333333333,0,71.125,19,1,0,2018-06-16,"Saturday"
"3631","2018-06-16 20",28.9727272727273,0,75.3272727272727,20,1,0,2018-06-16,"Saturday"
"3632","2018-06-16 21",28.7,0,79.0333333333333,21,1,0,2018-06-16,"Saturday"
"3633","2018-06-16 22",28.6,0,80.5083333333333,22,1,0,2018-06-16,"Saturday"
"3634","2018-06-16 23",28.6,0,80.5833333333333,23,1,0,2018-06-16,"Saturday"
"3635","2018-06-17 00",28.5090909090909,0,81.0363636363636,0,1,0,2018-06-17,"Sunday"
"3636","2018-06-17 01",28.3,0,82.9333333333333,1,1,0,2018-06-17,"Sunday"
"3637","2018-06-17 02",28.0833333333333,0,83.9,2,1,0,2018-06-17,"Sunday"
"3638","2018-06-17 03",27.9833333333333,0,84.2666666666667,3,1,0,2018-06-17,"Sunday"
"3639","2018-06-17 04",27.9083333333333,0,82.7333333333333,4,1,0,2018-06-17,"Sunday"
"3640","2018-06-17 05",28.0333333333333,0,79.525,5,1,0,2018-06-17,"Sunday"
"3641","2018-06-17 06",27.9083333333333,0,81.325,6,1,0,2018-06-17,"Sunday"
"3642","2018-06-17 07",27.975,0,81.0583333333333,7,1,0,2018-06-17,"Sunday"
"3643","2018-06-17 08",28.2916666666667,0,80.375,8,1,0,2018-06-17,"Sunday"
"3644","2018-06-17 09",29.0083333333333,0,77.725,9,1,1,2018-06-17,"Sunday"
"3645","2018-06-17 10",29.6083333333333,0,73.1666666666667,10,1,1,2018-06-17,"Sunday"
"3646","2018-06-17 11",29.7333333333333,0,72.4833333333333,11,1,1,2018-06-17,"Sunday"
"3647","2018-06-17 12",30.3166666666667,0,68.35,12,1,1,2018-06-17,"Sunday"
"3648","2018-06-17 13",30.9833333333333,0,62.9583333333333,13,1,1,2018-06-17,"Sunday"
"3649","2018-06-17 14",30.6333333333333,0,66.3916666666667,14,1,1,2018-06-17,"Sunday"
"3650","2018-06-17 15",30.35,0,68.8666666666667,15,1,1,2018-06-17,"Sunday"
"3651","2018-06-17 16",30.8666666666667,0,63.6666666666667,16,1,1,2018-06-17,"Sunday"
"3652","2018-06-17 17",30.05,0,70.5416666666667,17,1,1,2018-06-17,"Sunday"
"3653","2018-06-17 18",29.2083333333333,0,75.3416666666667,18,1,0,2018-06-17,"Sunday"
"3654","2018-06-17 19",29.0083333333333,0,73.875,19,1,0,2018-06-17,"Sunday"
"3655","2018-06-17 20",28.9416666666667,0,74.2333333333333,20,1,0,2018-06-17,"Sunday"
"3656","2018-06-17 21",28.825,0,76.4166666666667,21,1,0,2018-06-17,"Sunday"
"3657","2018-06-17 22",28.7916666666667,0,77.8166666666667,22,1,0,2018-06-17,"Sunday"
"3658","2018-06-17 23",28.6583333333333,0,79.4083333333333,23,1,0,2018-06-17,"Sunday"
"3659","2018-06-18 00",28.5545454545455,0,80.0454545454545,0,0,0,2018-06-18,"Monday"
"3660","2018-06-18 01",28.4416666666667,0,80.7666666666667,1,0,0,2018-06-18,"Monday"
"3661","2018-06-18 02",28.325,0,81.225,2,0,0,2018-06-18,"Monday"
"3662","2018-06-18 03",28.0083333333333,0,84.05,3,0,0,2018-06-18,"Monday"
"3663","2018-06-18 04",27.9666666666667,0,83.1833333333333,4,0,0,2018-06-18,"Monday"
"3664","2018-06-18 05",28.0545454545455,0,81.0272727272727,5,0,0,2018-06-18,"Monday"
"3665","2018-06-18 06",28.2375,0,78.5875,6,0,0,2018-06-18,"Monday"
"3666","2018-06-18 07",28.2833333333333,0,79.3083333333333,7,0,0,2018-06-18,"Monday"
"3667","2018-06-18 08",28.5666666666667,0,77.7083333333333,8,0,0,2018-06-18,"Monday"
"3668","2018-06-18 09",28.9416666666667,0,75.5,9,0,1,2018-06-18,"Monday"
"3669","2018-06-18 10",29.4166666666667,0,72.975,10,0,1,2018-06-18,"Monday"
"3670","2018-06-18 11",29.225,0,72.5416666666667,11,0,1,2018-06-18,"Monday"
"3671","2018-06-18 12",25.4166666666667,1.56666666666667,87.925,12,0,1,2018-06-18,"Monday"
"3672","2018-06-18 13",25.35,0,91.7083333333333,13,0,1,2018-06-18,"Monday"
"3673","2018-06-18 14",27.0083333333333,0,82.3416666666667,14,0,1,2018-06-18,"Monday"
"3674","2018-06-18 15",28.4583333333333,0.0166666666666667,75.2083333333333,15,0,1,2018-06-18,"Monday"
"3675","2018-06-18 16",28.9666666666667,0,73.775,16,0,1,2018-06-18,"Monday"
"3676","2018-06-18 17",28.3833333333333,0,75.5833333333333,17,0,1,2018-06-18,"Monday"
"3677","2018-06-18 18",28.0833333333333,0,79.3666666666667,18,0,0,2018-06-18,"Monday"
"3678","2018-06-18 19",27.9916666666667,0,79.9,19,0,0,2018-06-18,"Monday"
"3679","2018-06-18 20",27.8636363636364,0,80.9909090909091,20,0,0,2018-06-18,"Monday"
"3680","2018-06-18 21",27.9083333333333,0,80.1916666666667,21,0,0,2018-06-18,"Monday"
"3681","2018-06-18 22",28,0,80.875,22,0,0,2018-06-18,"Monday"
"3682","2018-06-18 23",27.925,0,81.2166666666667,23,0,0,2018-06-18,"Monday"
"3683","2018-06-19 00",27.0818181818182,0,81.3818181818182,0,0,0,2018-06-19,"Tuesday"
"3684","2018-06-19 01",26.65,0,82.8583333333333,1,0,0,2018-06-19,"Tuesday"
"3685","2018-06-19 02",25.925,0.183333333333333,85.9,2,0,0,2018-06-19,"Tuesday"
"3686","2018-06-19 03",23.0333333333333,1.16666666666667,96.6333333333333,3,0,0,2018-06-19,"Tuesday"
"3687","2018-06-19 04",23.4833333333333,0,90.4333333333333,4,0,0,2018-06-19,"Tuesday"
"3688","2018-06-19 05",24.0666666666667,0,84.1,5,0,0,2018-06-19,"Tuesday"
"3689","2018-06-19 06",25.1583333333333,0,75.4083333333333,6,0,0,2018-06-19,"Tuesday"
"3690","2018-06-19 07",26.0666666666667,0,71.65,7,0,0,2018-06-19,"Tuesday"
"3691","2018-06-19 08",26.5,0,75.9583333333333,8,0,0,2018-06-19,"Tuesday"
"3692","2018-06-19 09",27.25,0,82.225,9,0,1,2018-06-19,"Tuesday"
"3693","2018-06-19 10",27.1166666666667,0,83.0833333333333,10,0,1,2018-06-19,"Tuesday"
"3694","2018-06-19 11",27.0666666666667,0,83.225,11,0,1,2018-06-19,"Tuesday"
"3695","2018-06-19 12",27.85,0,77.3583333333333,12,0,1,2018-06-19,"Tuesday"
"3696","2018-06-19 13",28.375,0,71.5333333333333,13,0,1,2018-06-19,"Tuesday"
"3697","2018-06-19 14",28.7,0,65.0833333333333,14,0,1,2018-06-19,"Tuesday"
"3698","2018-06-19 15",28.7083333333333,0,66.2583333333333,15,0,1,2018-06-19,"Tuesday"
"3699","2018-06-19 16",28.9333333333333,0,69.3,16,0,1,2018-06-19,"Tuesday"
"3700","2018-06-19 17",28.775,0,69.575,17,0,1,2018-06-19,"Tuesday"
"3701","2018-06-19 18",28.5083333333333,0,71.4416666666667,18,0,0,2018-06-19,"Tuesday"
"3702","2018-06-19 19",28.325,0,74.0583333333333,19,0,0,2018-06-19,"Tuesday"
"3703","2018-06-19 20",28.3181818181818,0,74.2,20,0,0,2018-06-19,"Tuesday"
"3704","2018-06-19 21",28.35,0,74.8,21,0,0,2018-06-19,"Tuesday"
"3705","2018-06-19 22",28.1583333333333,0,78.1833333333333,22,0,0,2018-06-19,"Tuesday"
"3706","2018-06-19 23",28.2,0,77.5916666666667,23,0,0,2018-06-19,"Tuesday"
"3707","2018-06-20 00",28.1363636363636,0,76.2818181818182,0,0,0,2018-06-20,"Wednesday"
"3708","2018-06-20 01",28.1083333333333,0,75.6916666666667,1,0,0,2018-06-20,"Wednesday"
"3709","2018-06-20 02",28,0,77.5916666666667,2,0,0,2018-06-20,"Wednesday"
"3710","2018-06-20 03",27.825,0,81.75,3,0,0,2018-06-20,"Wednesday"
"3711","2018-06-20 04",27.7916666666667,0,82.9666666666667,4,0,0,2018-06-20,"Wednesday"
"3712","2018-06-20 05",27.975,0,80.6416666666667,5,0,0,2018-06-20,"Wednesday"
"3713","2018-06-20 06",28.025,0,79.8583333333333,6,0,0,2018-06-20,"Wednesday"
"3714","2018-06-20 07",28.1833333333333,0,79.5833333333333,7,0,0,2018-06-20,"Wednesday"
"3715","2018-06-20 08",28.55,0,78.0666666666667,8,0,0,2018-06-20,"Wednesday"
"3716","2018-06-20 09",27.5416666666667,0.133333333333333,75.6666666666667,9,0,1,2018-06-20,"Wednesday"
"3717","2018-06-20 10",24.5416666666667,0.4,80.2166666666667,10,0,1,2018-06-20,"Wednesday"
"3718","2018-06-20 11",25.7833333333333,0.0333333333333333,83.6916666666667,11,0,1,2018-06-20,"Wednesday"
"3719","2018-06-20 12",27.0333333333333,0,84.0583333333333,12,0,1,2018-06-20,"Wednesday"
"3720","2018-06-20 13",27.4583333333333,0,81.9166666666667,13,0,1,2018-06-20,"Wednesday"
"3721","2018-06-20 14",28.4166666666667,0,80.15,14,0,1,2018-06-20,"Wednesday"
"3722","2018-06-20 15",27.2666666666667,0,85.375,15,0,1,2018-06-20,"Wednesday"
"3723","2018-06-20 16",23.8833333333333,0.183333333333333,88.2666666666667,16,0,1,2018-06-20,"Wednesday"
"3724","2018-06-20 17",23.6666666666667,0.0333333333333333,91.2166666666667,17,0,1,2018-06-20,"Wednesday"
"3725","2018-06-20 18",24.7083333333333,0,87.625,18,0,0,2018-06-20,"Wednesday"
"3726","2018-06-20 19",25.45,0,85.25,19,0,0,2018-06-20,"Wednesday"
"3727","2018-06-20 20",25.9545454545455,0,84.4090909090909,20,0,0,2018-06-20,"Wednesday"
"3728","2018-06-20 21",26.2083333333333,0,83.1166666666667,21,0,0,2018-06-20,"Wednesday"
"3729","2018-06-20 22",26.3666666666667,0,83.1666666666667,22,0,0,2018-06-20,"Wednesday"
"3730","2018-06-20 23",26.4666666666667,0,83.95,23,0,0,2018-06-20,"Wednesday"
"3731","2018-06-21 00",26.4909090909091,0,85.6727272727273,0,0,0,2018-06-21,"Thursday"
"3732","2018-06-21 01",26.3416666666667,0,87.725,1,0,0,2018-06-21,"Thursday"
"3733","2018-06-21 02",25.7333333333333,0,91.3333333333333,2,0,0,2018-06-21,"Thursday"
"3734","2018-06-21 03",26.225,0,90.4166666666667,3,0,0,2018-06-21,"Thursday"
