binned_hours,airtemp,rainfall,humidity,date,weekDay,mean_hourlyL1,mean_hourlySE18,mean_hourlySE20,mean_hourlySE24,mean_hourlySE26,mean_hourlySE28,mean_hourlySE29,TotalL1,L1available,TotalSE18,SE18available,TotalSE20,SE20available,TotalSE24,SE24available,TotalSE26,SE26available,TotalSE28,SE28available,TotalSE29,SE29available,weekNum,hour,workingHour,workDay,PH,weeklyTemp,weeklyHumid,weeklyrainfall
2018-12-08 00,27.02727273,0,87.97272727,8/12/2018,Saturday,119,0,521.5454545,125.3636364,121.6363636,154.7272727,155.7272727,178,59,279,279,548,26.45454545,167,41.63636364,214,92.36363636,186,31.27272727,333,177.2727273,49,0,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 01,26.90833333,0,89.09166667,8/12/2018,Saturday,116.4166667,0,525.5833333,132.75,115.5833333,152.8333333,150.3333333,178,61.58333333,279,279,548,22.41666667,167,34.25,214,98.41666667,186,33.16666667,333,182.6666667,49,1,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 02,26.81428571,0,89.24285714,8/12/2018,Saturday,115.9166667,0,529.75,138.4166667,111.5,149.1666667,142.3333333,178,62.08333333,279,279,548,18.25,167,28.58333333,214,102.5,186,36.83333333,333,190.6666667,49,2,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 03,26.7125,0,87.575,8/12/2018,Saturday,115,0,532,143.25,108.75,146,139.4166667,178,63,279,279,548,16,167,23.75,214,105.25,186,40,333,193.5833333,49,3,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 04,26.55833333,0,87.94166667,8/12/2018,Saturday,113.8333333,0,535.1666667,150.5833333,106.8333333,182.25,136.6666667,178,64.16666667,279,279,548,12.83333333,167,16.41666667,214,107.1666667,186,3.75,333,196.3333333,49,4,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 05,26.35833333,0,89.075,8/12/2018,Saturday,113.3333333,0,533,146,105.4166667,185.5,140.9166667,178,64.66666667,279,279,548,15,167,21,214,108.5833333,186,0.5,333,192.0833333,49,5,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 06,26.3,0,90.00833333,8/12/2018,Saturday,120.9166667,0,532.8333333,137.8333333,106.0833333,185.8333333,142.1666667,178,57.08333333,279,279,548,15.16666667,167,29.16666667,214,107.9166667,186,0.166666667,333,190.8333333,49,6,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 07,26.39166667,0,90.84166667,8/12/2018,Saturday,136.75,0,526.6666667,107.3333333,114.5,186,149.6666667,178,41.25,279,279,548,21.33333333,167,59.66666667,214,99.5,186,0,333,183.3333333,49,7,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 08,27.25,0,87.20833333,8/12/2018,Saturday,155.5,1.333333333,505.25,67.41666667,128.5833333,185.75,147.1666667,178,22.5,279,277.6666667,548,42.75,167,99.58333333,214,85.41666667,186,0.25,333,185.8333333,49,8,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 09,28.39166667,0,80.40833333,8/12/2018,Saturday,169.6666667,17.25,461,22.91666667,137.25,185.5833333,148.3333333,178,8.333333333,279,261.75,548,87,167,144.0833333,214,76.75,186,0.416666667,333,184.6666667,49,9,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 10,29.95,0,70.05833333,8/12/2018,Saturday,171.9166667,23.33333333,407.0833333,14.25,146.5833333,184.75,144.4166667,178,6.083333333,279,255.6666667,548,140.9166667,167,152.75,214,67.41666667,186,1.25,333,188.5833333,49,10,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 11,30.63333333,0,67.075,8/12/2018,Saturday,175.0833333,25.91666667,309.1666667,0,146.8333333,184,137.8333333,178,2.916666667,279,253.0833333,548,238.8333333,167,167,214,67.16666667,186,2,333,195.1666667,49,11,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 12,30.825,0,70.5,8/12/2018,Saturday,166.9166667,1.5,242.5833333,0,140.1666667,184.6666667,143.9166667,178,11.08333333,279,277.5,548,305.4166667,167,167,214,73.83333333,186,1.333333333,333,189.0833333,49,12,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 13,30.51666667,0,73.56666667,8/12/2018,Saturday,157,0,178.6666667,0,129.5833333,180.9166667,148.5833333,178,21,279,279,548,369.3333333,167,167,214,84.41666667,186,5.083333333,333,184.4166667,49,13,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 14,30.88333333,0,71.10833333,8/12/2018,Saturday,145.5,0,183.25,0,126.5,181.75,160.6666667,178,32.5,279,279,548,364.75,167,167,214,87.5,186,4.25,333,172.3333333,49,14,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-08 15,30.30833333,0,75.09166667,8/12/2018,Saturday,147.1666667,0,196.1666667,0.666666667,134.6666667,183.8333333,168,178,30.83333333,279,279,548,351.8333333,167,166.3333333,214,79.33333333,186,2.166666667,333,165,49,15,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-08 16,26.98333333,0,87.24166667,8/12/2018,Saturday,149.75,0,199.8333333,19.91666667,128.5833333,183.3333333,163.1666667,178,28.25,279,279,548,348.1666667,167,147.0833333,214,85.41666667,186,2.666666667,333,169.8333333,49,16,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-08 17,27.06666667,0,83.39166667,8/12/2018,Saturday,144.4166667,0,189.75,12.41666667,119.5833333,181.4166667,152.75,178,33.58333333,279,279,548,358.25,167,154.5833333,214,94.41666667,186,4.583333333,333,180.25,49,17,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-08 18,27.875,0,79.525,8/12/2018,Saturday,166.8333333,0,123.8333333,0,134.3333333,177.25,158.5,178,11.16666667,279,279,548,424.1666667,167,167,214,79.66666667,186,8.75,333,174.5,49,18,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 19,28.00833333,0,80.06666667,8/12/2018,Saturday,159.5833333,0,29,0,141.1666667,178.0833333,150.4166667,178,18.41666667,279,279,548,519,167,167,214,72.83333333,186,7.916666667,333,182.5833333,49,19,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 20,27.85833333,0,84.48333333,8/12/2018,Saturday,154.75,0,33,0,127.9166667,174.5833333,139.5833333,178,23.25,279,279,548,515,167,167,214,86.08333333,186,11.41666667,333,193.4166667,49,20,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 21,27.71666667,0,89.25,8/12/2018,Saturday,153.25,0.083333333,188.5,22.91666667,134,170.4166667,135.9166667,178,24.75,279,278.9166667,548,359.5,167,144.0833333,214,80,186,15.58333333,333,197.0833333,49,21,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 22,27.64166667,0,90.975,8/12/2018,Saturday,143.6666667,0.166666667,411,90.08333333,133.25,164.9166667,143.5,178,34.33333333,279,278.8333333,548,137,167,76.91666667,214,80.75,186,21.08333333,333,189.5,49,22,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-08 23,27.13333333,0,92.90833333,8/12/2018,Saturday,140,0,475.5,115.4166667,125.9166667,161.4166667,151.1666667,178,38,279,279,548,72.5,167,51.58333333,214,88.08333333,186,24.58333333,333,181.8333333,49,23,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 00,27.07272727,0,92.34545455,9/12/2018,Sunday,137.7272727,0,502.2727273,130.2727273,125.2727273,156.3636364,152,178,40.27272727,279,279,548,45.72727273,167,36.72727273,214,88.72727273,186,29.63636364,333,181,49,0,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 01,27.14166667,0,91.19166667,9/12/2018,Sunday,135.0833333,0,515.75,131.3333333,125.5833333,154,145.6666667,178,42.91666667,279,279,548,32.25,167,35.66666667,214,88.41666667,186,32,333,187.3333333,49,1,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 02,26.96666667,0.016666667,93.25,9/12/2018,Sunday,132.1666667,0,529.3333333,141,116.3333333,153.3333333,146.5,178,45.83333333,279,279,548,18.66666667,167,26,214,97.66666667,186,32.66666667,333,186.5,49,2,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 03,26.83333333,0,94.18333333,9/12/2018,Sunday,128.75,0,530.9166667,145.9166667,108.4166667,153.0833333,141.9166667,178,49.25,279,279,548,17.08333333,167,21.08333333,214,105.5833333,186,32.91666667,333,191.0833333,49,3,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 04,26.84166667,0,93.475,9/12/2018,Sunday,128.1666667,0,529.25,149.4166667,106.5,181.9166667,138.8333333,178,49.83333333,279,279,548,18.75,167,17.58333333,214,107.5,186,4.083333333,333,194.1666667,49,4,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 05,26.83333333,0,93.53333333,9/12/2018,Sunday,128.5833333,0,526,148.3333333,108.0833333,183.6666667,137.6666667,178,49.41666667,279,279,548,22,167,18.66666667,214,105.9166667,186,2.333333333,333,195.3333333,49,5,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 06,26.71666667,0,93.75,9/12/2018,Sunday,131.5833333,0,524,140.5,110.9166667,185.6666667,134.6666667,178,46.41666667,279,279,548,24,167,26.5,214,103.0833333,186,0.333333333,333,198.3333333,49,6,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 07,26.84166667,0,93.225,9/12/2018,Sunday,141.4166667,0,519.1666667,127.0833333,118.1666667,185.3333333,134.1666667,178,36.58333333,279,279,548,28.83333333,167,39.91666667,214,95.83333333,186,0.666666667,333,198.8333333,49,7,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 08,27.525,0,89.96666667,9/12/2018,Sunday,159.1666667,2.583333333,504.5833333,96.58333333,128.3333333,185.6666667,128,178,18.83333333,279,276.4166667,548,43.41666667,167,70.41666667,214,85.66666667,186,0.333333333,333,205,49,8,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 09,28.85,0,82.98333333,9/12/2018,Sunday,170.75,11.58333333,459,63.58333333,137.5833333,185.4166667,106.75,178,7.25,279,267.4166667,548,89,167,103.4166667,214,76.41666667,186,0.583333333,333,226.25,49,9,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 10,29.54166667,0,77.76666667,9/12/2018,Sunday,174.9166667,18.58333333,401.8333333,19.91666667,148.0833333,185.6666667,109.6666667,178,3.083333333,279,260.4166667,548,146.1666667,167,147.0833333,214,65.91666667,186,0.333333333,333,223.3333333,49,10,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 11,28.73333333,0.033333333,84.40833333,9/12/2018,Sunday,165.5833333,7.416666667,305.0833333,0,152,185.9166667,120.4166667,178,12.41666667,279,271.5833333,548,242.9166667,167,167,214,62,186,0.083333333,333,212.5833333,49,11,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 12,31.00833333,0,72.10833333,9/12/2018,Sunday,151.5,11,215.3333333,0,146.75,185.1666667,122.75,178,26.5,279,268,548,332.6666667,167,167,214,67.25,186,0.833333333,333,210.25,49,12,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 13,31.21666667,0,65.38333333,9/12/2018,Sunday,137.25,0,94.41666667,0,134.5,184.9166667,109.75,178,40.75,279,279,548,453.5833333,167,167,214,79.5,186,1.083333333,333,223.25,49,13,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 14,29.6,0,73.5,9/12/2018,Sunday,143.5,0,55.5,0,128.75,182.5833333,124.1666667,178,34.5,279,279,548,492.5,167,167,214,85.25,186,3.416666667,333,208.8333333,49,14,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-09 15,30.19166667,0,69.05,9/12/2018,Sunday,141.5,0,128.8333333,0,130.4166667,176.5833333,129.1666667,178,36.5,279,279,548,419.1666667,167,167,214,83.58333333,186,9.416666667,333,203.8333333,49,15,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-09 16,30.65833333,0,67.775,9/12/2018,Sunday,132.9166667,0,181.1666667,0,126.1666667,170.75,121.5833333,178,45.08333333,279,279,548,366.8333333,167,167,214,87.83333333,186,15.25,333,211.4166667,49,16,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-09 17,30.10833333,0,74.18333333,9/12/2018,Sunday,128.1666667,0,195.8333333,0,125.8333333,166.5,122.5833333,178,49.83333333,279,279,548,352.1666667,167,167,214,88.16666667,186,19.5,333,210.4166667,49,17,1,1,0,27.85205338,85.74577106,0.017857143
2018-12-09 18,29.48333333,0,77.83333333,9/12/2018,Sunday,126.75,0,149.5,0,127.3333333,165,127,178,51.25,279,279,548,398.5,167,167,214,86.66666667,186,21,333,206,49,18,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 19,28.98333333,0,80.825,9/12/2018,Sunday,126.4166667,0,70.5,0,116.5833333,168.5,115.3333333,178,51.58333333,279,279,548,477.5,167,167,214,97.41666667,186,17.5,333,217.6666667,49,19,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 20,28.40909091,0,85.24545455,9/12/2018,Sunday,121.9166667,0,87.83333333,0.083333333,115.9166667,161.8333333,104.25,178,56.08333333,279,279,548,460.1666667,167,166.9166667,214,98.08333333,186,24.16666667,333,228.75,49,20,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 21,28.18333333,0,85.475,9/12/2018,Sunday,120.4166667,0,290.25,36.25,118.75,159.3333333,117.9166667,178,57.58333333,279,279,548,257.75,167,130.75,214,95.25,186,26.66666667,333,215.0833333,49,21,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 22,28.03333333,0,85.65,9/12/2018,Sunday,112.8333333,0,477.4166667,106.25,120.3333333,155.75,130.8333333,178,65.16666667,279,279,548,70.58333333,167,60.75,214,93.66666667,186,30.25,333,202.1666667,49,22,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-09 23,27.88333333,0,85.96666667,9/12/2018,Sunday,102.5,0,507.5,127.1666667,117.3333333,150.75,141,178,75.5,279,279,548,40.5,167,39.83333333,214,96.66666667,186,35.25,333,192,49,23,1,0,0,27.85205338,85.74577106,0.017857143
2018-12-10 00,27.77272727,0,87.63636364,10/12/2018,Monday,98.09090909,0,518.6363636,137.5454545,112.7272727,149.6363636,140.5454545,178,79.90909091,279,279,548,29.36363636,167,29.45454545,214,101.2727273,186,36.36363636,333,192.4545455,50,0,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 01,27.56666667,0,89.21666667,10/12/2018,Monday,99.08333333,0,521.5,141.5833333,111.0833333,147.8333333,139.6666667,178,78.91666667,279,279,548,26.5,167,25.41666667,214,102.9166667,186,38.16666667,333,193.3333333,50,1,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 02,27.275,0,90.29166667,10/12/2018,Monday,98,0,523.8333333,145.8333333,108.75,146.5833333,136.5,178,80,279,279,548,24.16666667,167,21.16666667,214,105.25,186,39.41666667,333,196.5,50,2,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 03,27.10833333,0,90.58333333,10/12/2018,Monday,95.75,0,524.25,146.5833333,109.0833333,145,135,178,82.25,279,279,548,23.75,167,20.41666667,214,104.9166667,186,41,333,198,50,3,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 04,27.01666667,0,90.125,10/12/2018,Monday,96.83333333,0,534.75,154.6666667,104,181.75,134,178,81.16666667,279,279,548,13.25,167,12.33333333,214,110,186,4.25,333,199,50,4,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 05,26.8,0,91.50833333,10/12/2018,Monday,100.6666667,0,536,153.75,104.5833333,183.5833333,132.5833333,178,77.33333333,279,279,548,12,167,13.25,214,109.4166667,186,2.416666667,333,200.4166667,50,5,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 06,26.75,0,92.00833333,10/12/2018,Monday,106.3333333,0,537.4166667,149,109,184.8333333,136.5,178,71.66666667,279,279,548,10.58333333,167,18,214,105,186,1.166666667,333,196.5,50,6,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 07,26.85833333,0,92.1,10/12/2018,Monday,132.6666667,0.083333333,530.3333333,132.6666667,123.0833333,185.8333333,146.3333333,178,45.33333333,279,278.9166667,548,17.66666667,167,34.33333333,214,90.91666667,186,0.166666667,333,186.6666667,50,7,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 08,27.375,0,89.73333333,10/12/2018,Monday,163.0833333,21.08333333,500.8333333,100.1666667,142.9166667,185.75,165.3333333,178,14.91666667,279,257.9166667,548,47.16666667,167,66.83333333,214,71.08333333,186,0.25,333,167.6666667,50,8,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 09,28.575,0,82.45833333,10/12/2018,Monday,175.8333333,44.5,471.4166667,75.58333333,158.5833333,185.75,176.3333333,178,2.166666667,279,234.5,548,76.58333333,167,91.41666667,214,55.41666667,186,0.25,333,156.6666667,50,9,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 10,29.64166667,0,75.4,10/12/2018,Monday,176,48.58333333,433.9166667,64.08333333,155.75,185.8333333,169.0833333,178,2,279,230.4166667,548,114.0833333,167,102.9166667,214,58.25,186,0.166666667,333,163.9166667,50,10,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 11,30,0,72.25,10/12/2018,Monday,173.75,40.91666667,371,30.33333333,159.8333333,185.5,182.9166667,178,4.25,279,238.0833333,548,177,167,136.6666667,214,54.16666667,186,0.5,333,150.0833333,50,11,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 12,31.375,0,65.53333333,10/12/2018,Monday,172.25,16.41666667,286.8333333,1.666666667,162.5,180.9166667,185.5,178,5.75,279,262.5833333,548,261.1666667,167,165.3333333,214,51.5,186,5.083333333,333,147.5,50,12,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 13,29.475,0,77.54166667,10/12/2018,Monday,158.5833333,5.333333333,232.8333333,3.583333333,154,177.25,183,178,19.41666667,279,273.6666667,548,315.1666667,167,163.4166667,214,60,186,8.75,333,150,50,13,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 14,29.24166667,0,76.95,10/12/2018,Monday,167.75,33.91666667,248.4166667,13.83333333,147.75,183.0833333,196.0833333,178,10.25,279,245.0833333,548,299.5833333,167,153.1666667,214,66.25,186,2.916666667,333,136.9166667,50,14,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-10 15,29.54166667,0,76.38333333,10/12/2018,Monday,169.5833333,40.33333333,272.3333333,6.583333333,144,183.75,185,178,8.416666667,279,238.6666667,548,275.6666667,167,160.4166667,214,70,186,2.25,333,148,50,15,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-10 16,29.125,0,77.84166667,10/12/2018,Monday,173.3333333,38.75,315,19.83333333,148,178.3333333,183.3333333,178,4.666666667,279,240.25,548,233,167,147.1666667,214,66,186,7.666666667,333,149.6666667,50,16,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-10 17,27.71666667,0.016666667,84.025,10/12/2018,Monday,162.5833333,27.16666667,334.8333333,26.66666667,147.0833333,178.8333333,184.75,178,15.41666667,279,251.8333333,548,213.1666667,167,140.3333333,214,66.91666667,186,7.166666667,333,148.25,50,17,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-10 18,27.3,0,91.05,10/12/2018,Monday,141.25,1.5,315.6666667,0.166666667,133.5833333,165.25,182.6666667,178,36.75,279,277.5,548,232.3333333,167,166.8333333,214,80.41666667,186,20.75,333,150.3333333,50,18,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 19,27.03333333,0,88.875,10/12/2018,Monday,136.5833333,0,251.1666667,1.916666667,120.3333333,160.8333333,177.75,178,41.41666667,279,279,548,296.8333333,167,165.0833333,214,93.66666667,186,25.16666667,333,155.25,50,19,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 20,27.175,0,88.925,10/12/2018,Monday,124.5833333,0,261.9166667,0,120.8333333,161.3333333,169.5,178,53.41666667,279,279,548,286.0833333,167,167,214,93.16666667,186,24.66666667,333,163.5,50,20,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 21,27.43333333,0,87.43333333,10/12/2018,Monday,104.25,0,371.5833333,37,121.25,157.1666667,159.5833333,178,73.75,279,279,548,176.4166667,167,130,214,92.75,186,28.83333333,333,173.4166667,50,21,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 22,27.40833333,0,86.425,10/12/2018,Monday,99,0,481.1666667,110.6666667,122.1666667,153.6666667,154.1666667,178,79,279,279,548,66.83333333,167,56.33333333,214,91.83333333,186,32.33333333,333,178.8333333,50,22,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-10 23,27.35833333,0,88.025,10/12/2018,Monday,105,0,519.9166667,140.1666667,117.1666667,146.5833333,151.4166667,178,73,279,279,548,28.08333333,167,26.83333333,214,96.83333333,186,39.41666667,333,181.5833333,50,23,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 00,27.38181818,0,88.63636364,11/12/2018,Tuesday,102.7272727,0,529.7272727,147.9090909,112.1818182,144,146.8181818,178,75.27272727,279,279,548,18.27272727,167,19.09090909,214,101.8181818,186,42,333,186.1818182,50,0,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 01,27.35833333,0,88.20833333,11/12/2018,Tuesday,97.25,0,531.5833333,153.5,107.9166667,141.9166667,141.0833333,178,80.75,279,279,548,16.41666667,167,13.5,214,106.0833333,186,44.08333333,333,191.9166667,50,1,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 02,27.24166667,0,88.11666667,11/12/2018,Tuesday,95.16666667,0,533.6666667,154.5833333,106.5833333,140.0833333,139.75,178,82.83333333,279,279,548,14.33333333,167,12.41666667,214,107.4166667,186,45.91666667,333,193.25,50,2,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 03,27.05833333,0,87.89166667,11/12/2018,Tuesday,94.08333333,0,533.3333333,156.1666667,104.6666667,138.5833333,134.6666667,178,83.91666667,279,279,548,14.66666667,167,10.83333333,214,109.3333333,186,47.41666667,333,198.3333333,50,3,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 04,26.75833333,0,90.13333333,11/12/2018,Tuesday,92.91666667,0,534,156.5,103.5,182,134.0833333,178,85.08333333,279,279,548,14,167,10.5,214,110.5,186,4,333,198.9166667,50,4,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 05,26.55,0,92.06666667,11/12/2018,Tuesday,94.83333333,0,531.75,154.9166667,103,185.5,136.0833333,178,83.16666667,279,279,548,16.25,167,12.08333333,214,111,186,0.5,333,196.9166667,50,5,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 06,26.68333333,0,91.19166667,11/12/2018,Tuesday,100.0833333,0,530.25,147.4166667,109.6666667,185.8333333,141.5833333,178,77.91666667,279,279,548,17.75,167,19.58333333,214,104.3333333,186,0.166666667,333,191.4166667,50,6,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 07,26.68333333,0,91.53333333,11/12/2018,Tuesday,127.5833333,0,522,126.9166667,126.5,185.9166667,153,178,50.41666667,279,279,548,26,167,40.08333333,214,87.5,186,0.083333333,333,180,50,7,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 08,27.14545455,0,87.83636364,11/12/2018,Tuesday,154.75,16.5,491.5,87.5,142.9166667,185.8333333,173.4166667,178,23.25,279,262.5,548,56.5,167,79.5,214,71.08333333,186,0.166666667,333,159.5833333,50,8,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 09,27.94166667,0,84.20833333,11/12/2018,Tuesday,174.5,43.91666667,462.3333333,58.58333333,159.6666667,185.9166667,185.75,178,3.5,279,235.0833333,548,85.66666667,167,108.4166667,214,54.33333333,186,0.083333333,333,147.25,50,9,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 10,29.55454545,0,74.8,11/12/2018,Tuesday,174.3333333,43.91666667,426.5,40.75,157.5833333,185.3333333,185.5833333,178,3.666666667,279,235.0833333,548,121.5,167,126.25,214,56.41666667,186,0.666666667,333,147.4166667,50,10,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 11,30.64166667,0,68.66666667,11/12/2018,Tuesday,176,30.41666667,356.1666667,13.33333333,166.6666667,184.1666667,179.1666667,178,2,279,248.5833333,548,191.8333333,167,153.6666667,214,47.33333333,186,1.833333333,333,153.8333333,50,11,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 12,31.53636364,0,63.2,11/12/2018,Tuesday,161.4166667,10.91666667,243,3,159.25,184.9166667,168.8333333,178,16.58333333,279,268.0833333,548,305,167,164,214,54.75,186,1.083333333,333,164.1666667,50,12,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 13,30.13333333,0,72.925,11/12/2018,Tuesday,163.5833333,19.41666667,206.5,5.25,158.3333333,185.3333333,186.3333333,178,14.41666667,279,259.5833333,548,341.5,167,161.75,214,55.66666667,186,0.666666667,333,146.6666667,50,13,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 14,26.15833333,0.983333333,91.20833333,11/12/2018,Tuesday,170.9166667,37.16666667,236,35.75,158.8333333,183.8333333,197.6666667,178,7.083333333,279,241.8333333,548,312,167,131.25,214,55.16666667,186,2.166666667,333,135.3333333,50,14,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-11 15,24.56666667,1.183333333,85.81650199,11/12/2018,Tuesday,173.5833333,36,265.5,63.5,145.3333333,176.75,198,178,4.416666667,279,243,548,282.5,167,103.5,214,68.66666667,186,9.25,333,135,50,15,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-11 16,24.93333333,0.116666667,85.81650199,11/12/2018,Tuesday,172.6666667,30.75,283.9166667,70.75,145.0833333,176.0833333,195.8333333,178,5.333333333,279,248.25,548,264.0833333,167,96.25,214,68.91666667,186,9.916666667,333,137.1666667,50,16,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-11 17,25.20833333,0.066666667,85.81650199,11/12/2018,Tuesday,169.5,22.25,282.5833333,52,148.1666667,177.0833333,198.75,178,8.5,279,256.75,548,265.4166667,167,115,214,65.83333333,186,8.916666667,333,134.25,50,17,0,1,0,27.25110329,85.81650199,0.017361111
2018-12-11 18,25.51666667,0.016666667,98.94545455,11/12/2018,Tuesday,148.6666667,4.333333333,273.5833333,20.41666667,132.9166667,169.25,196.5833333,178,29.33333333,279,274.6666667,548,274.4166667,167,146.5833333,214,81.08333333,186,16.75,333,136.4166667,50,18,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 19,25.425,0,96.43333333,11/12/2018,Tuesday,129.25,0,186.75,0.75,131.6666667,160.75,183.4166667,178,48.75,279,279,548,361.25,167,166.25,214,82.33333333,186,25.25,333,149.5833333,50,19,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 20,25.53636364,0,93.16363636,11/12/2018,Tuesday,126.5833333,0,195.9166667,0,117.4166667,162.3333333,172.4166667,178,51.41666667,279,279,548,352.0833333,167,167,214,96.58333333,186,23.66666667,333,160.5833333,50,20,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 21,25.825,0,93.21666667,11/12/2018,Tuesday,115.0833333,0,340.5,23.5,109.75,161.75,169.6666667,178,62.91666667,279,279,548,207.5,167,143.5,214,104.25,186,24.25,333,163.3333333,50,21,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 22,25.89166667,0,93.21666667,11/12/2018,Tuesday,114.9166667,0,476.6666667,102.3333333,110.25,157.5833333,161.75,178,63.08333333,279,279,548,71.33333333,167,64.66666667,214,103.75,186,28.41666667,333,171.25,50,22,0,0,0,27.25110329,85.81650199,0.017361111
2018-12-11 23,25.9,0,94.38333333,11/12/2018,Tuesday,113.8333333,0,501.5,138.5833333,111.0833333,152.5833333,157.9166667,178,64.16666667,279,279,548,46.5,167,28.41666667,214,102.9166667,186,33.41666667,333,175.0833333,50,23,0,0,0,27.25110329,85.81650199,0.017361111
